회사명,제목,링크,지역,연봉정보,마감일,직무분야,카테고리
(주)파이오링크,"[코스닥 상장사] Linux,Python,Java,Api 개발자 모집(신입/경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458119&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 금천구,IT개발·데이터 지원 TOP100,~ 12/31(화),"Python, C++, Java, 솔루션, Linux 외                    수정일 24/11/25","['Python', 'C++', 'Java', '솔루션', 'Linux 외                    수정일 24/11/25']"
마인드원(주),소프트웨어 개발 (Java&Python) 신입 및 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49559707&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,IT개발·데이터 지원 TOP100,~ 01/09(목),"Python, Java, 솔루션, 웹개발, 앱개발 외                    수정일 24/12/13","['Python', 'Java', '솔루션', '웹개발', '앱개발 외                    수정일 24/12/13']"
(주)마크클라우드,"AI 개발(Python), 데이터분석 및 사업 기획 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49441156&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,인기있는,~ 12/20(금),"Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가 외                    수정일 24/12/09","['Python', '딥러닝', '머신러닝', '빅데이터', '데이터분석가 외                    수정일 24/12/09']"
(주)마크클라우드,"AI 개발(Python), 데이터분석 및 사업 기획 모집(인턴)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49551418&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,인기있는,~ 02/07(금),"Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가 외                    등록일 24/12/09","['Python', '딥러닝', '머신러닝', '빅데이터', '데이터분석가 외                    등록일 24/12/09']"
㈜칸테크,ORACLE/PYTHON/JAVA/SQL 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49545109&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,IT개발·데이터 지원 TOP100,~ 01/05(일),"Python, Java, 솔루션, 웹개발, 데이터시각화 외                    등록일 24/12/06","['Python', 'Java', '솔루션', '웹개발', '데이터시각화 외                    등록일 24/12/06']"
조베이스(주),[솔루션] 백엔드 개발자 모집(python),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49555726&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,인기있는,~ 01/08(수),"Python, C++, Java, 솔루션, 빅데이터 외                    등록일 24/12/09","['Python', 'C++', 'Java', '솔루션', '빅데이터 외                    등록일 24/12/09']"
플러거,마켓빌리 JAVA / DBA / TA / AA / PYTHON Recruitment,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463011&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,인기있는,~ 12/25(수),"Python, Java, AWS, DBA, SI개발 외                    등록일 24/11/25","['Python', 'Java', 'AWS', 'DBA', 'SI개발 외                    등록일 24/11/25']"
(주)코레이즈홀딩스,[코레이즈]  Python (Flask) 웹 개발자 채용 (신입-보충역),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49537488&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 성동구,급성장중,~ 01/04(토),"Python, 솔루션, Linux, 웹개발, 백엔드/서버개발 외                    등록일 24/12/05","['Python', '솔루션', 'Linux', '웹개발', '백엔드/서버개발 외                    등록일 24/12/05']"
행복쇼핑(주),[재택근무] REACT · PHP · PYTHON 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49476675&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 양천구,재택근무,~ 01/25(토),"Python, 딥러닝, 솔루션, AWS, 머신러닝 외                    수정일 24/12/13","['Python', '딥러닝', '솔루션', 'AWS', '머신러닝 외                    수정일 24/12/13']"
(주)꿈선생,"[DealMakers] BE, Python Software Engineer 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535457&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,부산 남구,성과급/상여금,~ 01/04(토),"Python, C++, Java, 딥러닝, 머신러닝 외                    수정일 24/12/05","['Python', 'C++', 'Java', '딥러닝', '머신러닝 외                    수정일 24/12/05']"
(주)케이엘피,파이썬(Python) 크롤링 가능하신분 구합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49576535&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,급성장중,~ 12/15(일),"Python, AWS, Linux, 웹개발, 백엔드/서버개발 외                    등록일 24/12/12","['Python', 'AWS', 'Linux', '웹개발', '백엔드/서버개발 외                    등록일 24/12/12']"
(주)만들다컴퍼니,"지속 성장가능한 개발 인력 모집-Flutter,Python,JAVA,재택가능",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472340&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,경기 안양시 동안구,인기있는,채용시,"Python, Java, 웹개발, 백엔드/서버개발, 앱개발 외                    수정일 24/12/13","['Python', 'Java', '웹개발', '백엔드/서버개발', '앱개발 외                    수정일 24/12/13']"
(주)파이오링크,"[코스닥상장사] L4-L7 스위치 개발 Linux,Python,C(신입/경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49403967&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 금천구,연봉상승률 10% 이상,내일마감,"Python, C++, 솔루션, Linux, 빅데이터 외                    수정일 24/11/27","['Python', 'C++', '솔루션', 'Linux', '빅데이터 외                    수정일 24/11/27']"
(주)엑스오비스,Python 개발 연구원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49568625&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,취업축하금,~ 01/09(목),"Python, 딥러닝, 솔루션, 머신러닝, 빅데이터 외                    등록일 24/12/11","['Python', '딥러닝', '솔루션', '머신러닝', '빅데이터 외                    등록일 24/12/11']"
(주)엘리스그룹,백엔드 엔지니어 (Python) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49576848&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,취업축하금,~ 01/11(토),"Python, Java, Linux, 백엔드/서버개발, RDBMS 외                    수정일 24/12/13","['Python', 'Java', 'Linux', '백엔드/서버개발', 'RDBMS 외                    수정일 24/12/13']"
(주)사람인에이치에스,[강남/5000천이상] 플랫폼 백엔드 개발 (Python) 정규직,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429895&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,,채용시,"Python, 솔루션, AWS, 빅데이터, 웹개발 외                    수정일 24/12/13","['Python', '솔루션', 'AWS', '빅데이터', '웹개발 외                    수정일 24/12/13']"
아일리스프런티어(주),AI 서비스 - 자연어처리(NLP)/Python 엔진 개발 (추가 채용),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49394122&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 종로구,연봉상승률 20% 이상,채용시,"Python, 딥러닝, 머신러닝, 백엔드/서버개발, 알고리즘 외                    수정일 24/11/13","['Python', '딥러닝', '머신러닝', '백엔드/서버개발', '알고리즘 외                    수정일 24/11/13']"
아일리스프런티어(주),AI 서비스 - 자연어처리 (NLP) / Python 엔진 개발 (추가 채용),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49565317&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 종로구,취업축하금,~ 01/08(수),"Python, 딥러닝, 머신러닝, 빅데이터, 웹개발 외                    등록일 24/12/10","['Python', '딥러닝', '머신러닝', '빅데이터', '웹개발 외                    등록일 24/12/10']"
(주)링크제니시스,차량용 S/W Test 자동화 검증(Python),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409574&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,인천 서구,프리한 복장,~ 01/14(화),"Python, C++, Java, QA/테스터, S/W 외                    등록일 24/11/15","['Python', 'C++', 'Java', 'QA/테스터', 'S/W 외                    등록일 24/11/15']"
(주)데이터다이나믹스,정규 Python/Data Engineer (신입/경력) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49461161&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,경기 용인시 수지구,급성장중,~ 12/25(수),"Python, AWS, Linux, 빅데이터, 클라우드 외                    등록일 24/11/25","['Python', 'AWS', 'Linux', '빅데이터', '클라우드 외                    등록일 24/11/25']"
(주)니트머스,"[신입/경력] 온라인 광고 플랫폼 개발 (Python, Django)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49214740&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 영등포구,IT개발·데이터 스크랩 급상승,~ 12/16(월),"Python, 웹개발, 백엔드/서버개발, S/W, Django 외                    수정일 24/11/22","['Python', '웹개발', '백엔드/서버개발', 'S/W', 'Django 외                    수정일 24/11/22']"
(주)판도라티비,"코박(Cobak) 백엔드 개발자 [3년 이상](Python,Django)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49521064&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,경기전체,취업축하금,~ 01/01(수),"Python, AWS, 웹개발, 백엔드/서버개발, Django 외                    등록일 24/12/03","['Python', 'AWS', '웹개발', '백엔드/서버개발', 'Django 외                    등록일 24/12/03']"
(주)씨에스엠17,NestJS+Python 백엔드 개발자 팀장 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49527589&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 금천구,취업축하금,~ 01/02(목),"Python, C++, AWS, 웹개발, 백엔드/서버개발 외                    수정일 24/12/04","['Python', 'C++', 'AWS', '웹개발', '백엔드/서버개발 외                    수정일 24/12/04']"
올거나이즈코리아(주),Python Back-end Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49555065&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,취업축하금,~ 01/07(화),"Python, 딥러닝, AWS, 머신러닝, 웹개발 외                    등록일 24/12/09","['Python', '딥러닝', 'AWS', '머신러닝', '웹개발 외                    등록일 24/12/09']"
(주)크립토랩,소프트웨어 엔지니어 인턴 모집 (Python),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49435007&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 관악구,시리즈A 투자유치,~ 12/31(화),"Python, 머신러닝, Linux, S/W, SDK 외                    수정일 24/11/20","['Python', '머신러닝', 'Linux', 'S/W', 'SDK 외                    수정일 24/11/20']"
(주)디지키,(주)디지키 Python 데이터 처리 및 분석 프로그램 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49265971&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,경기 안양시 만안구,급성장중,상시채용,"Python, 알고리즘, Pandas, 솔루션업체, 소프트웨어개발 등록일 24/10/24","['Python', '알고리즘', 'Pandas', '솔루션업체', '소프트웨어개발 등록일 24/10/24']"
(주)한국미용데이터,"파이썬(Python, AWS) 경력 개발자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505260&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 관악구,급성장중,~ 01/01(수),"Python, 솔루션, AWS, 웹개발, 백엔드/서버개발 외                    등록일 24/12/02","['Python', '솔루션', 'AWS', '웹개발', '백엔드/서버개발 외                    등록일 24/12/02']"
NIMBYX CAPITAL INC.,"Full Stack Engineer (Python, C# Developer) 풀스택 개발자",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448256&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 강남구,재택근무,~ 01/20(월),"Python, C++, ASP, ASP.NET, Azure 외                    등록일 24/11/21","['Python', 'C++', 'ASP', 'ASP.NET', 'Azure 외                    등록일 24/11/21']"
주식회사비전코어,파이썬(Python) 및 앱(ios/안드로이드) 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490854&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,대구 동구,프리한 복장,~ 12/28(토),"Python, 솔루션, iOS, 소프트웨어개발 수정일 24/12/09","['Python', '솔루션', 'iOS', '소프트웨어개발 수정일 24/12/09']"
주식회사비전코어,파이썬(Python) 및 앱(ios/안드로이드) 개발자 모집중,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49580425&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,대구 동구,프리한 복장,~ 12/31(화),"Python, 솔루션, iOS, 소프트웨어개발 수정일 24/12/12","['Python', '솔루션', 'iOS', '소프트웨어개발 수정일 24/12/12']"
(주)기가스,"[경력] Payment Service 개발팀 백엔드/Python,Django 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49217419&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,대구 수성구,자유로운 연차,~ 12/16(월),"Python, 솔루션, 웹개발, 백엔드/서버개발, Django 외                    수정일 24/10/31","['Python', '솔루션', '웹개발', '백엔드/서버개발', 'Django 외                    수정일 24/10/31']"
(주)케이텍,"프로그램 개발자 모집(Machine Vision, AI(Python), C, C#, C++)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49335167&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,경북 포항시 남구,연봉상승률 15% 이상,상시채용,"Python, C++, SE(시스템엔지니어), SI개발, 알고리즘 외                    수정일 24/12/03","['Python', 'C++', 'SE(시스템엔지니어)', 'SI개발', '알고리즘 외                    수정일 24/12/03']"
오에스원(OS1),[웹개발] Python 백엔드/서버 인턴 개발자 채용 (ASAP),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49486631&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 중구,인기있는,채용시,"Python, 웹개발, 백엔드/서버개발, API, Pandas 외                    등록일 24/11/28","['Python', '웹개발', '백엔드/서버개발', 'API', 'Pandas 외                    등록일 24/11/28']"
씨맥스주식회사,"[AI개발]Python,Java,사내 LLM 구축 숙련 개발자 구인[프리O]",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49532014&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,경기 성남시 분당구,,~ 01/04(토),"Python, Java, 머신러닝, 웹개발, 백엔드/서버개발 외                    수정일 24/12/06","['Python', 'Java', '머신러닝', '웹개발', '백엔드/서버개발 외                    수정일 24/12/06']"
(주)미니레코드,Python 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49524352&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울전체,취업축하금,~ 01/02(목),"Python, 딥러닝, AWS, 머신러닝, 웹개발 외                    등록일 24/12/04","['Python', '딥러닝', 'AWS', '머신러닝', '웹개발 외                    등록일 24/12/04']"
사이테크놀로지스(주),C와 Python 개발을 담당할 분을 구합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49534074&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,대전 대덕구,급성장중,~ 01/04(토),"Python, 개발PM, 임베디드, 하드웨어 등록일 24/12/05","['Python', '개발PM', '임베디드', '하드웨어 등록일 24/12/05']"
(주)이노룰스,"[AI디지털플랫폼팀] 웹개발자(Python, React, 경력 5년 이상) 경력직 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49406482&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울전체,취업축하금,~ 12/17(화),"Python, 솔루션, 머신러닝, 웹개발, 백엔드/서버개발 외                    등록일 24/11/15","['Python', '솔루션', '머신러닝', '웹개발', '백엔드/서버개발 외                    등록일 24/11/15']"
(주)파이오링크,"[코스닥상장사] 전문연구요원(병역특례)모집 Linux,Python,C",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49434190&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 금천구,연봉상승률 10% 이상,~ 12/20(금),"Python, C++, 솔루션, Linux, 빅데이터 외                    등록일 24/11/20","['Python', 'C++', '솔루션', 'Linux', '빅데이터 외                    등록일 24/11/20']"
(주)한영넉스,한영넉스 AI연구소 - Python 어플리케이션 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49564746&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=d4c7d12e-8be0-4d8a-bcb2-c328933c9775,서울 영등포구,,~ 01/09(목),"Python, C++, Linux, Windows, 임베디드리눅스 외                    수정일 24/12/10","['Python', 'C++', 'Linux', 'Windows', '임베디드리눅스 외                    수정일 24/12/10']"
